,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Promo2SinceDate,CompetitionOpenSinceDate,avg_cust_visit_per_day,avg_sales_per_day,avg_sales_per_customer
358,359,d,Extended,4370.0,0,0,0,0,0,0,0,0,611.9499358151476,6851.255455712452,11.19577771764326
359,360,a,Basic,2040.0,6,2007,0,0,0,0,0,2007-06-01 00:00:00,756.5408163265306,6935.459183673469,9.167329817509879
360,361,c,Extended,4490.0,5,2014,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2014-05-01 00:00:00,637.8230769230769,6266.883333333333,9.82542582743386
361,362,c,Extended,340.0,0,0,0,0,0,0,0,0,1150.6184379001281,9376.65556978233,8.149231109919176
362,363,a,Basic,250.0,9,2009,0,0,0,0,0,2009-09-01 00:00:00,937.0854591836735,7134.2002551020405,7.613179977541089
363,364,a,Extended,13620.0,0,0,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,0,567.6264591439689,4553.114137483787,8.021321177223289
364,365,c,Basic,2410.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,587.2061191626409,5440.594202898551,9.265220550931703
365,366,d,Extended,6470.0,12,2004,0,0,0,0,0,2004-12-01 00:00:00,600.9282051282051,6196.76282051282,10.311985304784905
366,367,d,Extended,2640.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,542.7895408163265,5254.238520408163,9.68006589166414
367,368,d,Extended,1450.0,4,2005,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,2005-04-01 00:00:00,712.8803088803089,9686.268983268983,13.587510922391443
368,369,d,Extended,5870.0,4,2014,0,0,0,0,0,2014-04-01 00:00:00,577.2855313700384,6856.559539052497,11.877241272235285
369,370,d,Basic,8250.0,10,2000,1,31,2009,"Jan,Apr,Jul,Oct",2009-08-03 00:00:00,2000-10-01 00:00:00,635.6328626444159,7649.643132220795,12.034687917795935
370,371,d,Extended,1970.0,7,2009,1,45,2014,"Feb,May,Aug,Nov",2014-11-10 00:00:00,2009-07-01 00:00:00,544.4110115236875,6889.756722151088,12.655432341216176
371,372,d,Extended,4880.0,8,2010,1,18,2014,"Jan,Apr,Jul,Oct",2014-05-05 00:00:00,2010-08-01 00:00:00,759.2991014120668,8786.206675224646,11.571469871207483
372,373,d,Extended,11120.0,0,0,1,22,2012,"Jan,Apr,Jul,Oct",2012-05-28 00:00:00,0,316.5444015444015,4530.5032175032175,14.312378280579782
373,374,a,Basic,1150.0,9,2007,0,0,0,0,0,2007-09-01 00:00:00,829.7359693877551,7009.673469387755,8.448077132970441
374,375,a,Extended,15710.0,2,2013,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2013-02-01 00:00:00,758.975641025641,9164.384615384615,12.074675549534545
375,376,a,Basic,160.0,8,2012,0,0,0,0,0,2012-08-01 00:00:00,949.9612403100775,8460.12015503876,8.90575298869803
376,377,a,Extended,100.0,6,2010,1,18,2010,"Feb,May,Aug,Nov",2010-05-03 00:00:00,2010-06-01 00:00:00,969.4145408163265,7818.526785714285,8.065204777236419
377,378,a,Extended,2140.0,8,2012,0,0,0,0,0,2012-08-01 00:00:00,970.1566110397946,6324.801026957638,6.5193608485323224
378,379,d,Basic,6630.0,0,0,0,0,0,0,0,0,467.5395408163265,3902.220663265306,8.346290147892107
379,380,a,Basic,2240.0,5,2013,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,2013-05-01 00:00:00,1380.4557124518615,14456.580231065469,10.472324537951877
380,381,a,Basic,1800.0,11,2006,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2006-11-01 00:00:00,965.1910256410256,9001.555128205127,9.326190245321438
381,382,c,Extended,26130.0,11,2002,0,0,0,0,0,2002-11-01 00:00:00,651.2410256410257,7985.847435897436,12.262506693335013
382,383,a,Extended,350.0,0,0,0,0,0,0,0,0,2205.4474358974358,17294.716666666667,7.841817667093544
383,384,a,Extended,130.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,998.8554987212276,8871.575447570332,8.881740611057412
384,385,d,Basic,4580.0,9,2007,0,0,0,0,0,2007-09-01 00:00:00,654.5530546623794,7348.519292604502,11.22677411748524
385,386,d,Extended,1460.0,4,2014,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,2014-04-01 00:00:00,645.3966623876765,8029.541720154044,12.44125076576684
386,387,c,Basic,210.0,0,0,1,36,2013,"Mar,Jun,Sept,Dec",2013-09-09 00:00:00,0,1195.8015665796345,9362.590078328982,7.829551607888347
387,388,a,Basic,2260.0,0,0,0,0,0,0,0,0,1096.4454428754814,10257.920410783056,9.355614068567936
388,389,a,Extended,6690.0,8,2011,0,0,0,0,0,2011-08-01 00:00:00,1265.4107142857142,10337.401785714286,8.169206779278326
389,390,a,Extended,1600.0,4,2009,0,0,0,0,0,2009-04-01 00:00:00,1067.3897435897436,11568.65641025641,10.838268289284667
390,391,a,Basic,460.0,11,2014,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,2014-11-01 00:00:00,690.5260416666666,5719.555989583333,8.282896870592317
391,392,a,Basic,2120.0,0,0,0,0,0,0,0,0,718.0821566110397,7279.428754813864,10.137320204652958
392,393,d,Extended,4820.0,3,2008,0,0,0,0,0,2008-03-01 00:00:00,587.2567394094993,5903.06675224647,10.05193530547158
393,394,d,Basic,10850.0,0,0,0,0,0,0,0,0,661.8719590268886,8353.245838668374,12.620637156089314
394,395,a,Basic,3620.0,2,2013,0,0,0,0,0,2013-02-01 00:00:00,519.6546854942234,3989.1347881899874,7.67651076675288
395,396,a,Extended,23130.0,0,0,0,0,0,0,0,0,1077.9089743589743,10222.092307692308,9.483261157345241
396,397,a,Extended,130.0,0,0,1,27,2013,"Feb,May,Aug,Nov",2013-07-08 00:00:00,0,750.2156611039794,5574.883183568678,7.431040796142487
397,398,c,Extended,1540.0,0,0,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,0,614.6160714285714,5496.522959183673,8.94301860087702
398,399,a,Basic,5360.0,9,2012,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,2012-09-01 00:00:00,564.9823151125402,5558.84887459807,9.838978541285474
399,400,a,Basic,70.0,11,2004,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2004-11-01 00:00:00,1200.6496163682864,8745.718670076727,7.284155636121964
400,401,a,Extended,9200.0,10,2009,1,14,2012,"Jan,Apr,Jul,Oct",2012-04-02 00:00:00,2009-10-01 00:00:00,646.8448717948718,7026.532051282052,10.862777704003062
401,402,c,Extended,5830.0,9,2011,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2011-09-01 00:00:00,615.4269230769231,5857.991025641026,9.518581014221938
402,403,a,Basic,4970.0,7,2015,0,0,0,0,0,2015-07-01 00:00:00,736.6867779204108,7468.523748395379,10.137990761118633
403,404,a,Extended,1420.0,0,0,1,10,2013,"Mar,Jun,Sept,Dec",2013-03-11 00:00:00,0,571.3109354413702,4785.223978919631,8.375866243874315
404,405,a,Basic,1080.0,4,2008,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2008-04-01 00:00:00,487.70346598202826,4520.699614890886,9.269361261946562
405,406,d,Extended,8240.0,3,2001,1,10,2013,"Feb,May,Aug,Nov",2013-03-11 00:00:00,2001-03-01 00:00:00,474.06418485237486,6111.059050064185,12.890784086478055
406,407,a,Basic,5890.0,10,2003,1,14,2011,"Feb,May,Aug,Nov",2011-04-04 00:00:00,2003-10-01 00:00:00,314.65434083601286,3886.744372990354,12.352425721074011
407,408,c,Basic,1560.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,465.0617760617761,4727.774774774774,10.165907021665793
408,409,d,Extended,840.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2013-01-07 00:00:00,0,543.6760563380282,5527.358514724712,10.166639583053666
409,410,c,Basic,40.0,11,2011,1,22,2012,"Mar,Jun,Sept,Dec",2012-05-28 00:00:00,2011-11-01 00:00:00,802.2079589216945,6443.878048780488,8.032677782756192
410,411,d,Extended,8460.0,0,0,0,0,0,0,0,0,700.8476312419974,9133.364916773367,13.031883835560379
411,412,d,Extended,4460.0,0,0,1,39,2010,"Jan,Apr,Jul,Oct",2010-09-27 00:00:00,0,644.7154340836013,9102.122186495177,14.118046048382471
412,413,a,Extended,760.0,9,2014,0,0,0,0,0,2014-09-01 00:00:00,890.0192926045016,7058.2170418006435,7.930409037702857
413,414,d,Extended,6210.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2013-01-07 00:00:00,0,484.14084507042253,6427.97695262484,13.277080457216607
414,415,d,Extended,6910.0,4,2005,0,0,0,0,0,2005-04-01 00:00:00,521.2807692307692,6234.834615384615,11.960607379752531
415,416,a,Extended,4650.0,6,2014,0,0,0,0,0,2014-06-01 00:00:00,1398.3890306122448,11012.00637755102,7.874780291096625
416,417,a,Extended,840.0,0,0,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,0,804.002567394095,7633.281129653402,9.49410044099004
417,418,a,Basic,1060.0,5,2009,1,27,2011,"Feb,May,Aug,Nov",2011-07-04 00:00:00,2009-05-01 00:00:00,551.5528350515464,5275.851804123711,9.565451338185301
418,419,c,Basic,1620.0,9,2009,0,0,0,0,0,2009-09-01 00:00:00,852.0612244897959,5311.158163265306,6.2333057890828965
419,420,d,Extended,250.0,0,0,1,27,2012,"Jan,Apr,Jul,Oct",2012-07-02 00:00:00,0,403.1897106109325,4540.3408360128615,11.261053336735996
420,421,c,Extended,3530.0,6,2012,1,35,2012,"Mar,Jun,Sept,Dec",2012-08-27 00:00:00,2012-06-01 00:00:00,1014.390306122449,9588.251275510203,9.45223078103113
421,422,a,Extended,2880.0,0,0,0,0,0,0,0,0,464.5229591836735,4559.059948979592,9.814498635312725
422,423,b,Basic,1270.0,5,2014,0,0,0,0,0,2014-05-01 00:00:00,1886.1305732484077,10828.403397027601,5.741067745049206
423,424,d,Extended,1250.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,0,773.421052631579,6925.756097560976,8.954703358534095
424,425,d,Extended,1460.0,0,0,0,0,0,0,0,0,434.3814432989691,3237.659793814433,7.453494719354456
425,426,a,Basic,250.0,0,0,0,0,0,0,0,0,633.839537869063,5068.396662387677,7.996340334696341
426,427,a,Extended,70.0,7,2005,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2005-07-01 00:00:00,771.0930979133226,7643.243980738363,9.912219421263096
427,428,d,Basic,2960.0,12,2014,1,23,2015,"Mar,Jun,Sept,Dec",2015-06-08 00:00:00,2014-12-01 00:00:00,526.5755627009646,6287.5048231511255,11.94036576802125
428,429,d,Extended,16350.0,7,2005,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,2005-07-01 00:00:00,429.4260450160772,5321.144694533762,12.39129474397517
429,430,d,Extended,12870.0,10,2008,0,0,0,0,0,2008-10-01 00:00:00,699.9131832797427,8632.471061093247,12.333631180716027
430,431,d,Extended,4520.0,0,0,0,0,0,0,0,0,1002.4544287548139,9524.926829268292,9.501605814739689
431,432,a,Basic,810.0,5,2013,0,0,0,0,0,2013-05-01 00:00:00,1554.7283163265306,10982.871173469388,7.06417388693313
432,433,a,Extended,30030.0,11,2010,0,0,0,0,0,2010-11-01 00:00:00,615.7331786542924,5360.865429234339,8.706474841831179
433,434,a,Basic,13020.0,8,2003,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2003-08-01 00:00:00,741.6591639871383,9904.823151125402,13.354952830188678
434,435,a,Basic,910.0,0,0,0,0,0,0,0,0,384.1630295250321,3277.6919127086007,8.532033696113452
435,436,d,Basic,2300.0,0,0,0,0,0,0,0,0,616.7410256410257,5509.484615384616,8.933222189424145
436,437,c,Extended,430.0,0,0,1,50,2010,"Jan,Apr,Jul,Oct",2010-12-13 00:00:00,0,726.9448717948718,7366.717948717948,10.133805512004049
437,438,d,Extended,1110.0,0,0,1,40,2012,"Jan,Apr,Jul,Oct",2012-10-01 00:00:00,0,524.3269230769231,5153.723076923077,9.829216944801027
438,439,a,Basic,1350.0,9,2009,0,0,0,0,0,2009-09-01 00:00:00,885.1364795918367,7294.942602040816,8.241602024362091
439,440,d,Basic,3900.0,4,2005,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,2005-04-01 00:00:00,588.9626769626769,5156.078507078507,8.754508067758684
440,441,d,Basic,2530.0,0,0,0,0,0,0,0,0,699.6534017971759,6328.351732991014,9.04498101021962
441,442,c,Basic,500.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,461.33590733590734,4379.133848133848,9.492289194271017
442,443,d,Basic,11400.0,12,2005,0,0,0,0,0,2005-12-01 00:00:00,488.8551282051282,5251.096153846154,10.741620269231879
443,444,c,Basic,1700.0,11,2009,0,0,0,0,0,2009-11-01 00:00:00,1423.1209781209782,12188.706563706564,8.564771899996835
444,445,a,Basic,240.0,0,0,0,0,0,0,0,0,1356.8659793814434,8600.150773195875,6.3382462998419635
445,446,a,Basic,340.0,10,2000,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,2000-10-01 00:00:00,635.0564826700898,4932.165596919127,7.766499093406427
446,447,a,Extended,1510.0,9,2013,0,0,0,0,0,2013-09-01 00:00:00,619.391581632653,5307.622448979592,8.569090388650812
447,448,a,Extended,3970.0,9,2009,0,0,0,0,0,2009-09-01 00:00:00,741.9216944801027,8484.065468549423,11.435257294227771
448,449,a,Extended,120.0,12,2014,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2014-12-01 00:00:00,1534.93085787452,11253.74647887324,7.3317611807327605
449,450,c,Basic,5780.0,11,1994,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,1994-11-01 00:00:00,1089.900900900901,8790.513513513513,8.06542457781929
450,451,a,Basic,2460.0,4,2009,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2009-04-01 00:00:00,458.66325224071704,5439.3239436619715,11.859079438104382
451,452,a,Extended,1850.0,8,2013,1,5,2011,"Feb,May,Aug,Nov",2011-01-31 00:00:00,2013-08-01 00:00:00,478.32525510204084,5149.841836734694,10.766401693835048
452,453,a,Extended,75860.0,0,0,0,0,0,0,0,0,914.5749718151071,7775.446448703495,8.501704822811835
453,454,a,Basic,26450.0,0,0,0,0,0,0,0,0,706.5833333333334,5794.123076923077,8.200197773685213
454,455,d,Extended,7660.0,9,2010,0,0,0,0,0,2010-09-01 00:00:00,463.23423423423424,7371.391248391248,15.912881008409897
455,456,a,Extended,140.0,0,0,0,0,0,0,0,0,895.3196405648267,6190.5609756097565,6.914358509665154
456,457,d,Extended,13140.0,0,0,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,0,432.6897106109325,4840.5530546623795,11.187123095272598
457,458,c,Basic,3390.0,0,0,0,0,0,0,0,0,702.6722151088348,7582.117797695262,10.79040502052709
458,459,a,Basic,250.0,9,2008,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2008-09-01 00:00:00,1130.2015306122448,9176.75,8.119569608996049
459,460,a,Basic,34050.0,4,2008,0,0,0,0,0,2008-04-01 00:00:00,345.28076923076924,3736.0089743589742,10.820205778277804
460,461,d,Extended,1790.0,7,2013,1,40,2013,"Jan,Apr,Jul,Oct",2013-10-07 00:00:00,2013-07-01 00:00:00,476.5289575289575,4838.66537966538,10.153979738726258
461,462,a,Basic,44320.0,8,2008,0,0,0,0,0,2008-08-01 00:00:00,606.2153846153847,4832.588461538461,7.971735103035224
462,463,a,Basic,4160.0,0,0,0,0,0,0,0,0,969.4274711168164,6094.671373555841,6.286877105447149
463,464,c,Basic,520.0,3,2009,0,0,0,0,0,2009-03-01 00:00:00,1305.593112244898,10642.683673469388,8.151608317824117
464,465,d,Extended,10890.0,4,2005,0,0,0,0,0,2005-04-01 00:00:00,604.6875800256082,7762.806658130602,12.837714738248554
465,466,a,Extended,3110.0,3,2003,0,0,0,0,0,2003-03-01 00:00:00,755.7637997432606,7712.365853658536,10.204730441281379
466,467,a,Extended,20390.0,4,2008,0,0,0,0,0,2008-04-01 00:00:00,1613.6508344030808,13480.147625160462,8.353819387542421
467,468,c,Extended,5260.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,754.5841836734694,6669.660714285715,8.838855701714351
468,469,c,Extended,710.0,9,2005,0,0,0,0,0,2005-09-01 00:00:00,1520.6301020408164,11901.456632653062,7.826661208850386
469,470,a,Extended,50.0,0,0,0,0,0,0,0,0,1774.9703608247423,13111.742268041236,7.387020401821723
470,471,d,Basic,5300.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,590.2041800643087,7109.752411575562,12.046258992609783
471,472,c,Extended,5030.0,8,2011,0,0,0,0,0,2011-08-01 00:00:00,692.9515306122449,5204.651785714285,7.510845356118643
472,473,a,Basic,50.0,0,0,0,0,0,0,0,0,486.5186136071887,3552.3016688061616,7.301471247869382
473,474,c,Basic,14810.0,0,0,1,14,2011,"Mar,Jun,Sept,Dec",2011-04-04 00:00:00,0,736.806905370844,7526.818414322251,10.215455853435454
474,475,a,Basic,140.0,9,2005,0,0,0,0,0,2005-09-01 00:00:00,981.9342783505155,6473.81443298969,6.59292029591289
475,476,d,Basic,8300.0,9,2006,0,0,0,0,0,2006-09-01 00:00:00,649.7987179487179,5851.6038461538465,9.005256065487735
476,477,d,Basic,770.0,7,2010,1,35,2010,"Jan,Apr,Jul,Oct",2010-08-30 00:00:00,2010-07-01 00:00:00,449.887459807074,6213.688102893891,13.811649930314832
477,478,d,Extended,1940.0,3,2012,0,0,0,0,0,2012-03-01 00:00:00,699.3928571428571,6806.948979591837,9.73265441600222
478,479,a,Basic,320.0,12,2005,1,9,2011,"Feb,May,Aug,Nov",2011-02-28 00:00:00,2005-12-01 00:00:00,1328.8286445012789,11230.879795396419,8.451714103146434
479,480,a,Basic,300.0,11,2012,0,0,0,0,0,2012-11-01 00:00:00,623.4604591836735,4935.890306122449,7.91692597889086
480,481,c,Extended,7470.0,0,0,1,44,2012,"Feb,May,Aug,Nov",2012-10-29 00:00:00,0,476.7144686299616,5155.379001280409,10.814395913127091
481,482,c,Basic,2550.0,10,2005,0,0,0,0,0,2005-10-01 00:00:00,920.9066496163683,8334.617647058823,9.050447893422055
482,483,a,Extended,2310.0,9,2011,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2011-09-01 00:00:00,650.0179487179487,4948.424358974359,7.61275033825496
483,484,a,Extended,14300.0,3,2011,0,0,0,0,0,2011-03-01 00:00:00,739.8635204081633,7717.669642857143,10.43120714831231
484,485,d,Extended,3270.0,0,0,1,22,2012,"Jan,Apr,Jul,Oct",2012-05-28 00:00:00,0,420.9871382636656,4871.011254019292,11.570451472958212
485,486,a,Basic,2320.0,0,0,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,0,520.0231065468549,4266.7432605905005,8.204910910446362
486,487,d,Extended,2180.0,9,2012,1,40,2012,"Jan,Apr,Jul,Oct",2012-10-01 00:00:00,2012-09-01 00:00:00,676.7742346938776,6999.2997448979595,10.342148660644451
487,488,a,Extended,2890.0,4,2014,0,0,0,0,0,2014-04-01 00:00:00,388.0012755102041,3686.3188775510203,9.500790616483613
488,489,a,Basic,14960.0,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2013-11-01 00:00:00,649.6294871794872,7306.367948717949,11.246977073716575
489,490,a,Basic,660.0,4,2013,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2013-04-01 00:00:00,1063.7202572347267,8249.728295819936,7.7555430948228175
490,491,d,Extended,4680.0,0,0,1,22,2012,"Mar,Jun,Sept,Dec",2012-05-28 00:00:00,0,527.2921492921492,6746.462033462033,12.794542916139866
491,492,a,Basic,1740.0,3,2008,1,40,2012,"Jan,Apr,Jul,Oct",2012-10-01 00:00:00,2008-03-01 00:00:00,1156.2475570032573,7859.125407166124,6.797095794550495
492,493,d,Extended,1150.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,808.2618741976894,8295.668806161746,10.263590391908975
493,494,b,Basic,1260.0,6,2011,0,0,0,0,0,2011-06-01 00:00:00,1079.6061571125265,7649.296178343949,7.085265425683071
494,495,d,Basic,5470.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,0,394.9034749034749,5154.718146718146,13.053109112240907
495,496,d,Extended,2780.0,6,2015,0,0,0,0,0,2015-06-01 00:00:00,830.2525510204082,7728.900510204082,9.309095769359581
496,497,a,Extended,1610.0,0,0,0,0,0,0,0,0,1116.3572343149808,9062.122919334188,8.117583369175629
497,498,a,Basic,990.0,0,0,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,0,884.5675241157556,6996.5337620578775,7.909553054247447
498,499,c,Extended,450.0,0,0,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,0,737.6782496782497,5155.988416988417,6.989481415830391
499,500,d,Extended,10690.0,9,2007,1,5,2013,"Jan,Apr,Jul,Oct",2013-02-04 00:00:00,2007-09-01 00:00:00,395.55627009646304,5354.036977491962,13.535462290071372
500,501,a,Extended,1620.0,9,2006,0,0,0,0,0,2006-09-01 00:00:00,587.8102893890675,5378.180064308682,9.14951670869596
501,502,a,Basic,220.0,2,2002,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2002-02-01 00:00:00,1519.653746770026,10823.524547803618,7.122362295232492
502,503,d,Extended,13080.0,9,2006,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2006-09-01 00:00:00,470.5910256410256,6698.198717948718,14.233587877764187
503,504,c,Extended,820.0,0,0,0,0,0,0,0,0,953.405612244898,6673.158163265306,6.999285590057126
504,505,a,Basic,350.0,0,0,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,0,594.6113256113256,4776.280566280566,8.032609472027843
505,506,a,Basic,1850.0,12,2014,1,18,2011,"Feb,May,Aug,Nov",2011-05-02 00:00:00,2014-12-01 00:00:00,841.7021822849807,7581.344030808729,9.00715738936015
506,507,a,Extended,9070.0,4,2011,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2011-04-01 00:00:00,663.777920410783,8455.770218228497,12.738854303854506
507,508,a,Extended,1280.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,0,662.5128865979382,6767.6997422680415,10.215197136799517
508,509,a,Basic,4740.0,7,2008,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2008-07-01 00:00:00,518.3124199743918,6125.062740076824,11.817318096254466
509,510,a,Extended,8260.0,0,0,0,0,0,0,0,0,842.2002567394095,8196.739409499358,9.73253017190134
510,511,a,Basic,2060.0,9,2009,0,0,0,0,0,2009-09-01 00:00:00,810.5982142857143,5662.320153061224,6.985359766738157
511,512,b,Extra,590.0,0,0,1,5,2013,"Mar,Jun,Sept,Dec",2013-02-04 00:00:00,0,1287.971812080537,5510.978523489933,4.278803675515013
512,513,a,Basic,400.0,8,2013,0,0,0,0,0,2013-08-01 00:00:00,2096.3354591836733,18179.089285714286,8.671841716016836
513,514,c,Extended,1200.0,7,2012,1,27,2012,"Jan,Apr,Jul,Oct",2012-07-02 00:00:00,2012-07-01 00:00:00,603.9662379421222,5756.009646302251,9.530350017435653
514,515,d,Extended,11260.0,0,0,1,9,2011,"Feb,May,Aug,Nov",2011-02-28 00:00:00,0,738.3080872913993,9058.152759948653,12.268797966415251
515,516,a,Extended,20.0,0,0,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,0,760.5481386392811,5879.084724005134,7.730062602642848
516,517,a,Extended,22490.0,0,0,0,0,0,0,0,0,650.9222661396575,5962.438735177866,9.159985831393584
517,518,d,Extended,3330.0,3,2015,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2015-03-01 00:00:00,504.3097913322632,5865.123595505618,11.630001432277162
518,519,c,Extended,2510.0,8,2009,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,2009-08-01 00:00:00,559.0765306122449,5306.320153061224,9.49122322707818
519,520,a,Extended,6900.0,0,0,1,40,2012,"Mar,Jun,Sept,Dec",2012-10-01 00:00:00,0,413.0573979591837,3869.7321428571427,9.36850946618206
520,521,d,Basic,18610.0,11,2002,1,48,2011,"Mar,Jun,Sept,Dec",2011-11-28 00:00:00,2002-11-01 00:00:00,426.4929396662388,5181.014120667523,12.147948157646024
521,522,d,Extended,7160.0,11,2012,1,9,2011,"Jan,Apr,Jul,Oct",2011-02-28 00:00:00,2012-11-01 00:00:00,633.0224719101124,8222.889245585875,12.98988521019441
522,523,c,Extended,50.0,11,2013,0,0,0,0,0,2013-11-01 00:00:00,1782.9119897959183,15530.605867346938,8.710809033891042
523,524,a,Extended,40860.0,9,2013,0,0,0,0,0,2013-09-01 00:00:00,818.5017026106697,7710.819523269012,9.420651781999723
524,525,d,Extended,1870.0,9,2013,0,0,0,0,0,2013-09-01 00:00:00,875.5670498084291,10233.026819923372,11.687313749600698
525,526,a,Basic,120.0,0,0,1,48,2011,"Mar,Jun,Sept,Dec",2011-11-28 00:00:00,0,1456.700767263427,10630.231457800512,7.297470899099321
526,527,d,Extended,5830.0,4,2008,0,0,0,0,0,2008-04-01 00:00:00,1000.4903969270166,10734.693982074265,10.729432301445003
527,528,a,Extended,20620.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,0,955.4492939666238,10704.444159178434,11.203571164659175
528,529,d,Extended,12920.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,761.1926020408164,7823.783163265306,10.278322650915335
529,530,a,Extended,18160.0,0,0,0,0,0,0,0,0,750.8057395143488,4634.323399558499,6.172466665686605
530,531,a,Extended,4030.0,0,0,0,0,0,0,0,0,600.6071428571429,4901.934948979592,8.161632786551024
531,532,a,Extended,1070.0,8,2010,0,0,0,0,0,2010-08-01 00:00:00,1278.9075738125803,10894.865211810013,8.518883956039986
532,533,a,Extended,5950.0,0,0,0,0,0,0,0,0,902.2316602316603,9659.648648648648,10.706395124915481
533,534,d,Basic,1200.0,9,2009,1,45,2009,"Jan,Apr,Jul,Oct",2009-11-09 00:00:00,2009-09-01 00:00:00,568.6966292134831,7519.556982343499,13.222439867004612
534,535,a,Basic,3570.0,4,2007,0,0,0,0,0,2007-04-01 00:00:00,922.6136071887034,8115.771501925546,8.796500982307338
535,536,a,Extended,4700.0,9,2002,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,2002-09-01 00:00:00,883.0346598202824,8323.613607188703,9.426145978100958
536,537,a,Basic,600.0,5,2002,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,2002-05-01 00:00:00,604.2329472329473,5580.178893178893,9.235145019372126
537,538,a,Basic,990.0,2,2010,0,0,0,0,0,2010-02-01 00:00:00,567.9247448979592,3859.0242346938776,6.7949570244333
538,539,a,Basic,770.0,5,2013,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2013-05-01 00:00:00,1142.2797427652733,11310.963022508038,9.90209543165498
539,540,d,Extended,810.0,0,0,1,48,2012,"Jan,Apr,Jul,Oct",2012-11-26 00:00:00,0,391.3118971061093,5648.990353697749,14.436030173051323
